"","V1","V2"
"1","ALDOB","FBP1"
"2","ALDH2","ADH1A"
"3","ALDH2","ADH1B"
"4","ALDH2","ADH1C"
"5","ALDH2","ADH4"
"6","ALDH2","BBOX1"
"7","ALDH2","AOC1"
"8","ALDH2","AKR1B10"
"9","ALDH2","ACYP1"
"10","ALDH1B1","ADH1A"
"11","ALDH1B1","AOC1"
"12","ALDH1B1","CTCF"
"13","ALDH1B1","ACYP1"
"14","SDHB","NFE2L2"
"15","SDHB","NRF1"
"16","SDHB","SUCLG2"
"17","SDHD","SUCLG2"
"18","TKT","EGR3"
"19","TKT","RPIA"
"20","TALDO1","ZNF143"
"21","TALDO1","ZHX1"
"22","UGP2","PGM1"
"23","UGP2","GALE"
"24","UGP2","UGDH"
"25","UGT2B15","ADH1A"
"26","UGT2B15","UGDH"
"27","ACADS","ECHS1"
"28","EHHADH","ACAT1"
"29","EHHADH","IVD"
"30","ECHS1","ACADM"
"31","ECHS1","IVD"
"32","ACAT1","AACS"
"33","ACAT1","HMGCS2"
"34","ACAT1","CTCF"
"35","ACAT1","NFYA"
"36","ADH1A","CYP26A1"
"37","ADH1A","GSTO2"
"38","ADH1A","GSTA5"
"39","ADH1A","GSTA1"
"40","ADH1A","GSTA2"
"41","ADH1A","GSTA3"
"42","ADH1A","GSTA4"
"43","ADH1A","GSTM1"
"44","ADH1A","GSTM2"
"45","ADH1A","GSTM3"
"46","ADH1A","GSTM4"
"47","ADH1A","GSTM5"
"48","ADH1A","GSTP1"
"49","ADH1A","GSTT1"
"50","ADH1A","GSTT2"
"51","ADH1A","MGST1"
"52","ADH1A","MGST2"
"53","ADH1A","MGST3"
"54","ADH1A","GSTT2B"
"55","ADH1A","GSTO1"
"56","ADH1C","NFYA"
"57","CYP8B1","TP53"
"58","CYP8B1","AKR1D1"
"59","ASS1","ADSS1"
"60","ASS1","ASL"
"61","ATIC","ATIC"
"62","ADSS1","CAD"
"63","PNP","NMRK1"
"64","PNP","TP53"
"65","PNP","ZHX1"
"66","PNP","XDH"
"67","PNP","NNMT"
"68","PAPSS2","PAPSS2"
"69","PAPSS2","SUOX"
"70","PDE7B","ADSL"
"71","PDE7A","ADSL"
"72","CYP1A2","NAT2"
"73","CYP1A2","CYP2C19"
"74","CYP1A2","CYP2J2"
"75","CYP1A2","CYP26A1"
"76","CYP1A2","GSTO2"
"77","NAT2","CYP2A6"
"78","NAT2","CYP2A7"
"79","CYP2A6","CYP2B6"
"80","CYP2A7","CYP26A1"
"81","CAD","CAD"
"82","DTYMK","TK1"
"83","DUT","TK1"
"84","ASL","ADSL"
"85","GLUD2","NIT2"
"86","GLUD2","GLUL"
"87","GLS2","GLUL"
"88","FOLH1","ASPA"
"89","BHMT","DMGDH"
"90","PSPH","SHMT1"
"91","SHMT1","AGXT2"
"92","SHMT1","FTCD"
"93","SHMT1","SDS"
"94","SHMT1","AGXT"
"95","AGXT2","ABAT"
"96","ACAA2","PCCA"
"97","ACAA1","PCCA"
"98","PCCA","ALDH6A1"
"99","PCCA","EGR1"
"100","AOC1","INMT"
"101","SRM","SMS"
"102","FTCD","AMDHD1"
"103","FTCD","MTHFD1"
"104","FTCD","MTHFD1L"
"105","AMDHD1","UROC1"
"106","ALDH6A1","ABAT"
"107","ALDH6A1","ATF2"
"108","ALDH6A1","NFYA"
"109","ALDH6A1","NFYC"
"110","CNDP1","CNDP1"
"111","MTR","NFYA"
"112","SMS","EZH2"
"113","B4GALT3","ST3GAL3"
"114","UGDH","UXS1"
"115","UGDH","EGR2"
"116","UGDH","EGR3"
"117","UXS1","EGR1"
"118","LIPG","MGLL"
"119","MOGAT2","MGLL"
"120","PIP4K2B","PTEN"
"121","PIP4K2B","ATF5"
"122","LPCAT1","EGR1"
"123","LPCAT1","PLAAT3"
"124","PCYT1A","MAPK10"
"125","PCYT1A","MAPK1"
"126","PCYT1A","MAPK3"
"127","PCYT1A","ATF5"
"128","PCYT1A","ZNF143"
"129","PCYT1A","CHKA"
"130","PEMT","PEMT"
"131","EPHX2","CYP2B6"
"132","LTA4H","CYP4F3"
"133","CYP2C8","CYP26A1"
"134","CYP2C8","NR1I2"
"135","CYP2C9","CYP26A1"
"136","HAO2","CAT"
"137","HAO2","PGP"
"138","HAO1","PGP"
"139","CAT","NFE2L2"
"140","CAT","EGR1"
"141","CAT","NFYA"
"142","MMUT","SUCLG2"
"143","NAMPT","CLOCK"
"144","NAMPT","NNMT"
"145","SIRT7","NNMT"
"146","GCH1","NFYC"
"147","ALPL","EGR1"
"148","PTS","PTS"
"149","GPHN","GPHN"
"150","RETSAT","CYP26A1"
"151","RETSAT","HSD17B6"
"152","CYP26A1","CYP2B6"
"153","CYP2B6","ATF5"
"154","CYP2B6","EGR1"
"155","CYP2B6","NR1I2"
"156","HSD17B6","CTCF"
"157","FDPS","FDPS"
"158","FDPS","HRAS"
"159","FDPS","NFYA"
"160","FDPS","NFYC"
"161","GSTA1","NFE2L2"
"162","GMPS","TPMT"
"163","IMPDH2","ATF2"
"164","IMPDH2","EGR1"
"165","IMPDH2","TPMT"
"166","MTOR","PRKCA"
"167","MTOR","PRKCB"
"168","MTOR","PRKCG"
"169","MTOR","IGF1"
"170","MTOR","PIK3CA"
"171","MTOR","PIK3CB"
"172","MTOR","PIK3CD"
"173","MTOR","PIK3R1"
"174","MTOR","PIK3R2"
"175","MTOR","PIK3R3"
"176","MTOR","RRAGD"
"177","MTOR","RRAGC"
"178","MTOR","PRKAA2"
"179","MTOR","RPS6KB1"
"180","MTOR","PRKAB1"
"181","MTOR","PRKAB2"
"182","MTOR","PRKAG1"
"183","MTOR","EIF4EBP1"
"184","GAB1","SHC3"
"185","GAB1","SHC1"
"186","GAB1","MET"
"187","TGFA","CTCF"
"188","SOS1","SHC3"
"189","SOS1","PDGFRA"
"190","SOS1","SPRY2"
"191","SOS2","GRB2"
"192","SOS2","HRAS"
"193","SOS2","EGR1"
"194","SOS2","JUNB"
"195","SOS2","SPRY2"
"196","GRB2","SHC2"
"197","GRB2","SHC4"
"198","GRB2","SHC3"
"199","GRB2","IGF1R"
"200","GRB2","NGFR"
"201","GRB2","NPM1"
"202","GRB2","DTX1"
"203","SHC2","EGFR"
"204","SHC2","IGF1R"
"205","SHC2","EPHA2"
"206","SHC2","FGFR4"
"207","SHC2","MET"
"208","SHC2","NGFR"
"209","SHC2","PDGFRA"
"210","SHC2","FYN"
"211","SHC4","CTCF"
"212","SHC3","ATF2"
"213","SHC3","ATF5"
"214","SHC3","JUNB"
"215","SHC1","NPM1"
"216","PRKCA","RAF1"
"217","PRKCA","HRAS"
"218","PRKCA","MAPK3"
"219","PRKCA","PLCB1"
"220","PRKCA","PLCB2"
"221","PRKCA","PLCG1"
"222","PRKCA","PLCG2"
"223","PRKCA","PTK2"
"224","PRKCA","ATP6AP1"
"225","PRKCA","PA2G4"
"226","PRKCA","TRPV4"
"227","PRKCB","PLCB1"
"228","PRKCB","PLCB2"
"229","PRKCB","PLCG2"
"230","PRKCB","FCGR3B"
"231","PRKCB","FCGR2C"
"232","PRKCB","PA2G4"
"233","PRKCB","TRPV4"
"234","PRKCB","SLC2A2"
"235","PRKCG","RAF1"
"236","PRKCG","HRAS"
"237","PRKCG","PTK2"
"238","PRKCG","PA2G4"
"239","PRKCG","TRPV4"
"240","AKT3","PIK3R2"
"241","AKT3","PIK3R3"
"242","AKT3","CDKN1A"
"243","AKT3","BAD"
"244","AKT3","PPP2R5A"
"245","AKT3","TSC1"
"246","AKT3","TSC2"
"247","AKT3","RPS6KB1"
"248","AKT3","THEM4"
"249","AKT3","HSP90AA1"
"250","AKT3","HSP90AB1"
"251","AKT3","C6"
"252","AKT3","C7"
"253","AKT3","C8A"
"254","AKT3","C8B"
"255","AKT3","C9"
"256","AKT3","RHOB"
"257","AKT1","BAD"
"258","AKT1","TSC1"
"259","AKT1","RPS6KB1"
"260","AKT1","EGR1"
"261","AKT1","EZH2"
"262","AKT1","MDM4"
"263","AKT2","RPS6KB1"
"264","MAP2K1","PPP2CB"
"265","MAP2K1","PPP2R1A"
"266","MAP2K1","PRKCD"
"267","MAP2K1","ATF5"
"268","MAP2K2","MAPK1"
"269","MAP2K2","EGR2"
"270","ARAF","HRAS"
"271","ARAF","KRAS"
"272","ARAF","NRAS"
"273","ARAF","YWHAB"
"274","ARAF","YWHAG"
"275","ARAF","YWHAZ"
"276","ARAF","PRKCD"
"277","RAF1","HRAS"
"278","RAF1","KRAS"
"279","RAF1","NRAS"
"280","RAF1","PIK3CA"
"281","RAF1","PIK3CB"
"282","RAF1","PIK3CD"
"283","RAF1","PIK3R2"
"284","RAF1","PIK3R3"
"285","RAF1","RFXANK"
"286","HRAS","EGFR"
"287","HRAS","PIK3CA"
"288","HRAS","PIK3CB"
"289","HRAS","PIK3CD"
"290","HRAS","PIK3R2"
"291","HRAS","CAMK2B"
"292","HRAS","TPM3"
"293","HRAS","TPR"
"294","HRAS","CCDC6"
"295","HRAS","CAMK1"
"296","HRAS","CTCF"
"297","HRAS","MAZ"
"298","HRAS","NFYA"
"299","KRAS","PIK3CA"
"300","KRAS","EGR1"
"301","KRAS","NR3C2"
"302","NRAS","PIK3CA"
"303","HGF","EGFR"
"304","HGF","MET"
"305","HGF","CTCF"
"306","BCL2L1","BAX"
"307","IGF1","MAPK3"
"308","IGF1","GSK3B"
"309","IGF1","IGFBP3"
"310","IGF1","DCN"
"311","IGF1","CTCF"
"312","PDGFD","EGFR"
"313","PDGFD","PDGFRA"
"314","PDGFD","CTCF"
"315","EGFR","PIK3CA"
"316","EGFR","FGF23"
"317","EGFR","PLCB1"
"318","EGFR","PLCB2"
"319","EGFR","PLCG1"
"320","EGFR","SH3GLB2"
"321","EGFR","ATP6AP1"
"322","EGFR","ATP6V1C2"
"323","EGFR","ATP6V1H"
"324","EGFR","JUNB"
"325","EGFR","NR3C2"
"326","EGFR","TSG101"
"327","EGFR","YBX1"
"328","EGFR","XRCC6"
"329","PIK3CA","TP53"
"330","PIK3CA","PDPK1"
"331","PIK3CA","PLCG1"
"332","PIK3CA","HOMER2"
"333","PIK3CA","HOMER1"
"334","PIK3CA","FYN"
"335","PIK3CA","PECAM1"
"336","PIK3CA","TRAF5"
"337","PIK3CA","GNB1"
"338","PIK3CA","CTCF"
"339","PIK3CA","CHKA"
"340","PIK3CB","PDPK1"
"341","PIK3CB","RAC1"
"342","PIK3CB","PLCG1"
"343","PIK3CB","PTK2"
"344","PIK3CB","CHKA"
"345","PIK3CD","PDPK1"
"346","PIK3CD","RAC1"
"347","PIK3CD","PLCG1"
"348","PIK3CD","PTK2"
"349","PIK3CD","CHKA"
"350","PIK3R1","RAC1"
"351","PIK3R1","EGR2"
"352","PIK3R1","NFYC"
"353","PIK3R1","WBP11"
"354","PIK3R1","CHKA"
"355","PIK3R2","PDPK1"
"356","PIK3R2","RAC1"
"357","PIK3R2","PLCG1"
"358","PIK3R2","PTK2"
"359","PIK3R2","CHKA"
"360","PIK3R3","PDPK1"
"361","PIK3R3","RAC1"
"362","PIK3R3","PLCG1"
"363","PIK3R3","PTK2"
"364","PIK3R3","NFYA"
"365","PIK3R3","CHKA"
"366","MAPK10","TP53"
"367","MAPK10","MECOM"
"368","MAPK10","JUNB"
"369","MAPK10","HNRNPK"
"370","TP53","TP53"
"371","TP53","CDKN2C"
"372","TP53","CCND1"
"373","TP53","IGF1R"
"374","TP53","MAPK3"
"375","TP53","BRCA2"
"376","TP53","GADD45B"
"377","TP53","PLK1"
"378","TP53","YWHAZ"
"379","TP53","E2F5"
"380","TP53","HSP90AB1"
"381","TP53","ELAVL1"
"382","TP53","CCNE1"
"383","TP53","TCF7L1"
"384","TP53","RUVBL1"
"385","TP53","CSNK1A1"
"386","TP53","SMAD3"
"387","TP53","CSNK2A1"
"388","TP53","AXIN2"
"389","TP53","PKN1"
"390","TP53","ARHGAP10"
"391","TP53","LAMA4"
"392","TP53","ETS2"
"393","TP53","CAMK1"
"394","TP53","ARID1A"
"395","TP53","ACTL6B"
"396","TP53","CTCF"
"397","TP53","DNMT1"
"398","TP53","EGR1"
"399","TP53","ETV4"
"400","TP53","EZH2"
"401","TP53","HMGA1"
"402","TP53","ID2"
"403","TP53","NFYA"
"404","TP53","YBX1"
"405","TP53","FUS"
"406","TP53","PIAS1"
"407","TP53","ZHX1"
"408","TP53","RAB4A"
"409","TP53","BIRC5"
"410","TP53","NQO1"
"411","TP53","MDC1"
"412","TP53","MSH2"
"413","TP53","TP53BP2"
"414","TP53","BLM"
"415","TP53","HSPA4"
"416","TP53","SOCS2"
"417","TP53","THRSP"
"418","TP53","TRIM22"
"419","TP53","PPFIBP2"
"420","TP53","VIPR1"
"421","TP53","STEAP3"
"422","TP53","SPON2"
"423","TP53","SEMA3F"
"424","TP53","SEC24C"
"425","TP53","SCRIB"
"426","TP53","SART1"
"427","TP53","S100A8"
"428","TP53","PXDC1"
"429","TP53","PRPF6"
"430","TP53","KIN"
"431","TP53","KDM6B"
"432","TP53","KCNN3"
"433","TP53","GPN2"
"434","TP53","GPM6A"
"435","TP53","DPF2"
"436","TP53","CNTN4"
"437","TP53","CHCHD7"
"438","TP53","C15orf40"
"439","TP53","AQP1"
"440","TP53","AIDA"
"441","TP53","ARIH2"
"442","TP53","UBE2I"
"443","TP53","SMYD2"
"444","CDKN2A","CCND1"
"445","CDKN2A","ETS2"
"446","CDKN2A","SMARCB1"
"447","CDKN2A","CTCF"
"448","CDKN2A","DNMT1"
"449","CDKN2A","EGR1"
"450","CDKN2A","EZH2"
"451","CDKN2A","FOXM1"
"452","CDKN2A","JUNB"
"453","CDKN2A","MCM5"
"454","CDKN2C","CCND1"
"455","CDKN2C","TLE1"
"456","CDKN2C","WDR5"
"457","CDKN2C","RBBP5"
"458","CDKN2C","EGR1"
"459","CDKN2C","EGR2"
"460","CDKN1A","EZH2"
"461","CDKN1A","FUBP1"
"462","CDKN1A","NELFCD"
"463","CDKN1A","NPM1"
"464","CDKN1A","PTMA"
"465","CDKN1A","TAF5"
"466","CDKN1A","TSG101"
"467","CDKN1A","XRCC6"
"468","CCND1","MAPK3"
"469","CCND1","ELAVL1"
"470","CCND1","LEF1"
"471","CCND1","TCF7L2"
"472","CCND1","TCF7L1"
"473","CCND1","ATF2"
"474","CCND1","CREB3L4"
"475","CCND1","CREB3L2"
"476","CCND1","ETS2"
"477","CCND1","HEY1"
"478","CCND1","CTCF"
"479","CCND1","E2F8"
"480","CCND1","EGR1"
"481","CCND1","NELFCD"
"482","CCND1","RFC1"
"483","CDK4","CDK4"
"484","RB1","RB1"
"485","IGF1R","PLCB1"
"486","IGF1R","PLCG1"
"487","IGF1R","E2F5"
"488","IGF1R","EGR1"
"489","BAD","MAPK3"
"490","PDPK1","RPS6KB1"
"491","PDPK1","EGR3"
"492","MAPK1","DUSP9"
"493","MAPK1","RPS6KB1"
"494","MAPK1","PRKCD"
"495","MAPK1","IL17RC"
"496","MAPK1","SDC1"
"497","MAPK1","ZFP36"
"498","MAPK1","TNF"
"499","MAPK3","RPS6KB1"
"500","MAPK3","SMAD3"
"501","MAPK3","ETS2"
"502","MAPK3","EGR1"
"503","MAPK3","ZNF7"
"504","UPF2","ZFP36"
"505","UPF2","GSPT2"
"506","UPF3B","SATB2"
"507","UPF3B","GSPT2"
"508","SMG7","EGR2"
"509","SMG7","SMG5"
"510","PPP2CB","RPS6KB1"
"511","PPP2CB","EGR3"
"512","PPP2CB","SMG5"
"513","PPP2CB","IRAK1"
"514","PPP2CB","STK3"
"515","PPP2R1A","RPS6KB1"
"516","PPP2R1A","MCM3"
"517","PPP2R1A","SMG5"
"518","PPP2R1A","IRAK1"
"519","PPP2R1A","STK3"
"520","PPP2R5A","SMG5"
"521","HGS","TSG101"
"522","RAN","PTMA"
"523","RAN","SSRP1"
"524","RAN","XPO1"
"525","RAD50","RAD50"
"526","BRCA2","FANCG"
"527","BRCA2","PLK1"
"528","BRCA2","CCNE1"
"529","BRCA2","SMAD3"
"530","BRCA2","SEM1"
"531","BRCA2","PSMD3"
"532","BRCA2","BUB1B"
"533","BRCA2","RPA1"
"534","FANCC","FANCI"
"535","FANCF","E2F5"
"536","FANCF","FANCI"
"537","FANCG","FANCI"
"538","UBE2T","NFYC"
"539","UBE2T","FANCI"
"540","CENPX","FANCI"
"541","CENPS","FANCI"
"542","DUSP1","ATF2"
"543","DUSP1","NFE2L2"
"544","DUSP1","ATF5"
"545","DUSP1","CTCF"
"546","DUSP6","CTCF"
"547","MAP4K4","MAP3K1"
"548","ELK4","NR2C2"
"549","ELK1","RAC1"
"550","ELK1","EPHA2"
"551","ELK1","FZD4"
"552","ELK1","PARD3"
"553","ELK1","RALA"
"554","ELK1","MECOM"
"555","ELK1","MDM4"
"556","ELK1","SND1"
"557","ELK1","ZFP36"
"558","ELK1","CITED2"
"559","ELK1","DNAJC2"
"560","ELK1","ERCC3"
"561","ELK1","KAT7"
"562","ELK1","RNPS1"
"563","ELK1","TRRAP"
"564","ELK1","ZNF581"
"565","ELK1","FANCI"
"566","ELK1","TNF"
"567","ELK1","SKP2"
"568","ELK1","ARID2"
"569","ELK1","SETDB1"
"570","ELK1","MCM10"
"571","ELK1","DAP3"
"572","ELK1","EIF2AK1"
"573","ELK1","FUT4"
"574","ELK1","BLM"
"575","ELK1","NOL7"
"576","ELK1","OGG1"
"577","ELK1","PRCP"
"578","ELK1","CENPF"
"579","ELK1","WDR46"
"580","ELK1","THOC6"
"581","ELK1","PUF60"
"582","ELK1","PTBP3"
"583","ELK1","LASP1"
"584","ELK1","ASXL2"
"585","ELK1","SENP1"
"586","ELK1","NUP155"
"587","ELK1","MSH3"
"588","ELK1","BROX"
"589","ELK1","DHX30"
"590","ELK1","SEC24C"
"591","ELK1","PRPF19"
"592","ELK1","DPCD"
"593","ELK1","C17orf58"
"594","ELK1","ACD"
"595","ELK1","SF3B2"
"596","ELK1","OTUD7B"
"597","ELK1","MTBP"
"598","ELK1","KIF4A"
"599","ELK1","EPB41L4A"
"600","ELK1","ACTG2"
"601","ELK1","SLBP"
"602","ELK1","LRRC4C"
"603","ELK1","SERPINI1"
"604","ELK1","RBP5"
"605","ELK1","MLEC"
"606","ELK1","MAF1"
"607","ELK1","KCNN2"
"608","ELK1","GPANK1"
"609","ELK1","UBE2Q1"
"610","ELK1","TMEM68"
"611","ELK1","RPL37"
"612","ELK1","RPL15"
"613","ELK1","MEA1"
"614","ELK1","ITPA"
"615","ELK1","ITGB3BP"
"616","ELK1","HEATR1"
"617","ELK1","EXOSC10"
"618","ELK1","DCAF8"
"619","ELK1","COLEC11"
"620","ELK1","CLK2"
"621","ELK1","CIDEB"
"622","ELK1","SMG8"
"623","ELK1","TINAGL1"
"624","ELK1","ZSCAN29"
"625","ELK1","ZNF623"
"626","ELK1","ZNF322"
"627","ELK1","UGGT1"
"628","ELK1","UBE2J2"
"629","ELK1","TRIM15"
"630","ELK1","SNX12"
"631","ELK1","SLC25A20"
"632","ELK1","SFR1"
"633","ELK1","RNF150"
"634","ELK1","RBM22"
"635","ELK1","RABIF"
"636","ELK1","PPOX"
"637","ELK1","POLA1"
"638","ELK1","OSTF1"
"639","ELK1","MTIF2"
"640","ELK1","LZIC"
"641","ELK1","KLHDC3"
"642","ELK1","KCND3"
"643","ELK1","KBTBD4"
"644","ELK1","FBXW2"
"645","ELK1","FBXL18"
"646","ELK1","FAM168B"
"647","ELK1","EMG1"
"648","ELK1","EIF3G"
"649","ELK1","DNAJC7"
"650","ELK1","DISP1"
"651","ELK1","DDX55"
"652","ELK1","CSPP1"
"653","ELK1","CPSF3"
"654","ELK1","COPA"
"655","ELK1","COMMD5"
"656","ELK1","CDCA8"
"657","ELK1","CBLN2"
"658","ELK1","BANF1"
"659","ELK1","AP5M1"
"660","ELK1","AP3B1"
"661","ELK1","UBE2I"
"662","GADD45G","CDK1"
"663","GADD45G","PCNA"
"664","GADD45G","CTCF"
"665","GADD45G","MAP3K4"
"666","GADD45A","NFYA"
"667","GADD45A","NPM1"
"668","GADD45A","MAP3K4"
"669","GADD45B","SMAD3"
"670","GADD45B","CTCF"
"671","GADD45B","EGR1"
"672","GADD45B","JUNB"
"673","GADD45B","NFYA"
"674","IL1RAP","MYD88"
"675","TGFB1","DCN"
"676","TGFB1","ASH1L"
"677","TGFB1","FOSB"
"678","MAPKAPK5","HSPB1"
"679","RAC1","DVL1"
"680","RAC1","DVL2"
"681","RAC1","DVL3"
"682","RAC1","TLR4"
"683","RAC1","FYN"
"684","RAC1","WASF2"
"685","RAC1","GNB1"
"686","RAC1","RALBP1"
"687","RAC1","ABL2"
"688","RAC1","PTTG1"
"689","RAC1","MAP3K1"
"690","MYD88","TLR4"
"691","MYD88","ZIC2"
"692","MYD88","IRAK1"
"693","MYD88","TNF"
"694","MET","PLCG1"
"695","MET","PTK2"
"696","NGFR","PLCB1"
"697","PDGFRA","PLCB1"
"698","PDGFRA","PLCG1"
"699","PDGFRA","PTK2"
"700","RGL1","RALA"
