"","from","to"
"1","TKT","TALDO1"
"2","ACADS","ECHS1"
"3","EHHADH","ACAT1"
"4","ALDH2","ADH1A"
"5","ALDH1B1","ADH1A"
"6","UGT2B15","ADH1A"
"7","ALDH2","ADH1C"
"8","ASS1","ADSS1"
"9","ATIC","ADSS1"
"10","CYP1A2","NAT2"
"11","NAT2","CYP2A6"
"12","NAT2","CYP2A7"
"13","ADSS1","CAD"
"14","DTYMK","TYMS"
"15","ASS1","ASL"
"16","PSPH","SHMT1"
"17","SHMT1","AGXT2"
"18","ACAA2","PCCA"
"19","ACAA1","PCCA"
"20","ALDH2","AOC1"
"21","ALDH1B1","AOC1"
"22","ATIC","FTCD"
"23","SHMT1","FTCD"
"24","FTCD","AMDHD1"
"25","PCCA","ALDH6A1"
"26","SRM","SMS"
"27","UGP2","UGDH"
"28","UGT2B15","UGDH"
"29","LCAT","PEMT"
"30","CYP1A2","CYP2C19"
"31","CYP1A2","CYP2C8"
"32","CYP1A2","CYP2C9"
"33","CYP2A6","CYP2C9"
"34","HAO2","CAT"
"35","SHMT1","MTHFD1"
"36","FTCD","MTHFD1"
"37","FTCD","MTHFD1L"
"38","GCH1","PTS"
"39","ALPL","PTS"
"40","ADH1A","CYP26A1"
"41","CYP1A2","CYP26A1"
"42","CYP2A6","CYP26A1"
"43","CYP2A7","CYP26A1"
"44","CYP2C8","CYP26A1"
"45","RETSAT","CYP26A1"
"46","FDPS","GGPS1"
"47","ADH1A","GSTA1"
"48","ADH1A","GSTM2"
"49","ADH1A","GSTM4"
"50","ADH1A","GSTP1"
"51","ADH1A","GSTT2"
"52","ADH1A","MGST3"
"53","GAB1","SOS1"
"54","GAB1","GRB2"
"55","SOS1","GRB2"
"56","SOS2","GRB2"
"57","GAB1","SHC2"
"58","SOS1","SHC2"
"59","GRB2","SHC2"
"60","GAB1","SHC4"
"61","SOS1","SHC4"
"62","GRB2","SHC4"
"63","GAB1","SHC3"
"64","SOS1","SHC3"
"65","GRB2","SHC3"
"66","SOS1","SHC1"
"67","GRB2","SHC1"
"68","MTOR","PRKCA"
"69","MTOR","PRKCB"
"70","MTOR","PRKCG"
"71","MTOR","AKT1"
"72","GRB2","MAP2K1"
"73","PRKCB","ARAF"
"74","PRKCG","ARAF"
"75","MAP2K1","ARAF"
"76","FDPS","HRAS"
"77","SOS1","HRAS"
"78","SOS2","HRAS"
"79","PRKCB","HRAS"
"80","PRKCG","HRAS"
"81","MAP2K1","HRAS"
"82","ARAF","HRAS"
"83","ARAF","KRAS"
"84","MAP2K1","NRAS"
"85","ARAF","NRAS"
"86","SOS1","BCL2L1"
"87","SOS2","BCL2L1"
"88","MTOR","IGF1"
"89","TGFA","EGFR"
"90","SOS1","EGFR"
"91","GRB2","EGFR"
"92","SHC2","EGFR"
"93","MAP2K1","EGFR"
"94","HRAS","EGFR"
"95","HGF","EGFR"
"96","IGF1","EGFR"
"97","PDGFD","EGFR"
"98","MTOR","PIK3CA"
"99","GAB1","PIK3CA"
"100","RAF1","PIK3CA"
"101","HRAS","PIK3CA"
"102","NRAS","PIK3CA"
"103","EGFR","PIK3CA"
"104","MTOR","PIK3CB"
"105","RAF1","PIK3CB"
"106","HRAS","PIK3CB"
"107","MTOR","PIK3CD"
"108","RAF1","PIK3CD"
"109","HRAS","PIK3CD"
"110","MTOR","PIK3R1"
"111","HRAS","PIK3R1"
"112","MTOR","PIK3R2"
"113","RAF1","PIK3R2"
"114","HRAS","PIK3R2"
"115","MTOR","PIK3R3"
"116","HRAS","PIK3R3"
"117","PCYT1A","MAPK10"
"118","BCL2L1","MAPK10"
"119","CYP8B1","TP53"
"120","PNP","TP53"
"121","TYMS","TP53"
"122","PIP4K2B","TP53"
"123","GSTM4","TP53"
"124","GSTP1","TP53"
"125","TGFA","TP53"
"126","SHC1","TP53"
"127","AKT1","TP53"
"128","HRAS","TP53"
"129","BCL2L1","TP53"
"130","EGFR","TP53"
"131","PIK3CA","TP53"
"132","MAPK10","TP53"
"133","TP53","CDKN2A"
"134","TP53","CDKN2C"
"135","AKT3","CDKN1A"
"136","AKT1","CDKN1A"
"137","TP53","CDKN1A"
"138","SOS1","CCND1"
"139","SOS2","CCND1"
"140","TP53","CCND1"
"141","CDKN2A","CCND1"
"142","CDKN2C","CCND1"
"143","CDKN1A","CCND1"
"144","TP53","CDK4"
"145","CDKN2A","CDK4"
"146","CDKN2C","CDK4"
"147","CDKN1A","CDK4"
"148","CCND1","CDK4"
"149","PRKCB","RB1"
"150","IGF1","RB1"
"151","PIK3R3","RB1"
"152","TP53","RB1"
"153","CDKN1A","RB1"
"154","CCND1","RB1"
"155","CDK4","RB1"
"156","GRB2","IGF1R"
"157","SHC2","IGF1R"
"158","MAP2K1","IGF1R"
"159","HRAS","IGF1R"
"160","IGF1","IGF1R"
"161","PIK3CA","IGF1R"
"162","TP53","IGF1R"
"163","AKT3","BAD"
"164","AKT1","BAD"
"165","BCL2L1","BAD"
"166","HRAS","PDPK1"
"167","NRAS","PDPK1"
"168","PIK3CA","PDPK1"
"169","PIK3CB","PDPK1"
"170","PIK3CD","PDPK1"
"171","PIK3R1","PDPK1"
"172","PIK3R2","PDPK1"
"173","PIK3R3","PDPK1"
"174","PCYT1A","MAPK1"
"175","MAP2K2","MAPK1"
"176","PCYT1A","MAPK3"
"177","IGF1","MAPK3"
"178","TP53","MAPK3"
"179","CCND1","MAPK3"
"180","CDK4","MAPK3"
"181","BAD","MAPK3"
"182","MAP2K1","PPP2CB"
"183","MAP2K1","PPP2R1A"
"184","AKT3","PPP2R5A"
"185","TP53","BRCA2"
"186","BRCA2","FANCD2"
"187","BRCA2","FANCG"
"188","MAPK3","ELK4"
"189","SMS","ELK1"
"190","GRB2","ELK1"
"191","SHC1","ELK1"
"192","PRKCB","ELK1"
"193","PRKCG","ELK1"
"194","MAP2K1","ELK1"
"195","NRAS","ELK1"
"196","BCL2L1","ELK1"
"197","PIK3R1","ELK1"
"198","MAPK10","ELK1"
"199","CCND1","ELK1"
"200","MAPK3","ELK1"
"201","ELK4","ELK1"
"202","TP53","GADD45G"
"203","TP53","GADD45A"
"204","TP53","GADD45B"
"205","TP53","MAPKAPK5"
"206","PIK3CA","RAC1"
"207","PIK3CB","RAC1"
"208","PIK3CD","RAC1"
"209","PIK3R1","RAC1"
"210","PIK3R2","RAC1"
"211","PIK3R3","RAC1"
"212","ELK1","RAC1"
"213","IL1RAP","MYD88"
"214","GRB2","MET"
"215","SHC2","MET"
"216","HRAS","MET"
"217","HGF","MET"
"218","PIK3CA","MET"
"219","TP53","MET"
"220","GRB2","NGFR"
"221","SHC2","NGFR"
"222","SOS1","PDGFRA"
"223","GRB2","PDGFRA"
"224","SHC2","PDGFRA"
"225","HRAS","PDGFRA"
"226","PDGFD","PDGFRA"
"227","PIK3CA","PDGFRA"
"228","PRKCA","PLCB1"
"229","PRKCB","PLCB1"
"230","EGFR","PLCB1"
"231","IGF1R","PLCB1"
"232","MET","PLCB1"
"233","NGFR","PLCB1"
"234","PDGFRA","PLCB1"
"235","GNA14","PLCB1"
"236","PRKCA","PLCG1"
"237","PRKCB","PLCG1"
"238","EGFR","PLCG1"
"239","PIK3CA","PLCG1"
"240","PIK3CB","PLCG1"
"241","PIK3CD","PLCG1"
"242","PIK3R1","PLCG1"
"243","PIK3R2","PLCG1"
"244","PIK3R3","PLCG1"
"245","IGF1R","PLCG1"
"246","MET","PLCG1"
"247","PDGFRA","PLCG1"
"248","PRKCA","PLCG2"
"249","PRKCB","PLCG2"
"250","PIK3CA","HOMER1"
"251","TGFB2","TGFBR1"
"252","TGFB3","TGFBR1"
"253","TGFB2","TGFBR2"
"254","TGFB3","TGFBR2"
"255","TGFBR1","TGFBR2"
"256","AKT1","SMAD4"
"257","NRAS","SMAD4"
"258","CDKN1A","SMAD4"
"259","MAPK3","SMAD4"
"260","GADD45B","SMAD4"
"261","TGFBR1","SMAD4"
"262","RB1","DGKZ"
"263","ELK1","DGKZ"
"264","TGFB2","AGTR1"
"265","PLCB1","AGTR1"
"266","AKT1","TSC1"
"267","AKT3","TSC2"
"268","AKT1","TSC2"
"269","TP53","TSC2"
"270","MAPK3","TSC2"
"271","ELK1","TSC2"
"272","MTOR","RHEB"
"273","TSC1","RHEB"
"274","TSC2","RHEB"
"275","GADD45G","CDK1"
"276","TP53","PCNA"
"277","CDK4","PCNA"
"278","RB1","PCNA"
"279","GADD45G","PCNA"
"280","GADD45A","PCNA"
"281","GADD45B","PCNA"
"282","TP53","PLK1"
"283","BRCA2","PLK1"
"284","ARAF","YWHAB"
"285","ARAF","YWHAG"
"286","ARAF","YWHAZ"
"287","TP53","YWHAZ"
"288","TP53","PRKDC"
"289","PLK1","CDC25B"
"290","YWHAB","CDC25B"
"291","YWHAG","CDC25B"
"292","YWHAZ","CDC25B"
"293","TP53","CDC25C"
"294","YWHAB","CDC25C"
"295","YWHAG","CDC25C"
"296","YWHAZ","CDC25C"
"297","ELK1","CDC45"
"298","ORC6","CDC6"
"299","AKT1","GSK3B"
"300","IGF1","GSK3B"
"301","TP53","GSK3B"
"302","CCND1","GSK3B"
"303","TP53","CCNB1"
"304","PLK1","CCNB1"
"305","TP53","CCNB2"
"306","PLK1","CCNB2"
"307","TP53","CCNA2"
"308","CDKN1A","CCNA2"
"309","RB1","CCNA2"
"310","BRCA2","CCNA2"
"311","CDC6","CCNA2"
"312","TYMS","E2F4"
"313","DUT","E2F4"
"314","SMS","E2F4"
"315","PIP4K2B","E2F4"
"316","MTHFD1","E2F4"
"317","GCH1","E2F4"
"318","TP53","E2F4"
"319","CCND1","E2F4"
"320","RB1","E2F4"
"321","IGF1R","E2F4"
"322","FANCC","E2F4"
"323","FANCF","E2F4"
"324","GADD45A","E2F4"
"325","PLCG1","E2F4"
"326","TGFBR1","E2F4"
"327","SMAD4","E2F4"
"328","ORC1","E2F4"
"329","PCNA","E2F4"
"330","PLK1","E2F4"
"331","PRKDC","E2F4"
"332","CDC45","E2F4"
"333","CDC6","E2F4"
"334","CCNB1","E2F4"
"335","CCNA2","E2F4"
"336","PIP4K2B","E2F5"
"337","GCH1","E2F5"
"338","TP53","E2F5"
"339","RB1","E2F5"
"340","IGF1R","E2F5"
"341","FANCF","E2F5"
"342","TGFBR1","E2F5"
"343","SMAD4","E2F5"
"344","PCNA","E2F5"
"345","CDC6","E2F5"
"346","TALDO1","E2F1"
"347","PDE7A","E2F1"
"348","CAD","E2F1"
"349","TYMS","E2F1"
"350","DUT","E2F1"
"351","AMDHD1","E2F1"
"352","SMS","E2F1"
"353","PIP4K2B","E2F1"
"354","MTHFD1","E2F1"
"355","MTHFD1L","E2F1"
"356","GCH1","E2F1"
"357","GSTM2","E2F1"
"358","GSTT2","E2F1"
"359","MGST3","E2F1"
"360","GMPS","E2F1"
"361","EGFR","E2F1"
"362","TP53","E2F1"
"363","CDKN2A","E2F1"
"364","CDKN2C","E2F1"
"365","CDKN1A","E2F1"
"366","CCND1","E2F1"
"367","CDK4","E2F1"
"368","RB1","E2F1"
"369","IGF1R","E2F1"
"370","UPF3B","E2F1"
"371","FANCC","E2F1"
"372","FANCF","E2F1"
"373","UBE2T","E2F1"
"374","TGFB2","E2F1"
"375","RAC1","E2F1"
"376","RALGAPB","E2F1"
"377","ENAH","E2F1"
"378","TGFBR1","E2F1"
"379","TSC1","E2F1"
"380","PCNA","E2F1"
"381","PLK1","E2F1"
"382","PRKDC","E2F1"
"383","CDC45","E2F1"
"384","CDC6","E2F1"
"385","GSK3B","E2F1"
"386","CCNB1","E2F1"
"387","CCNA2","E2F1"
"388","CDK7","E2F1"
"389","E2F4","E2F1"
"390","E2F5","E2F1"
"391","AMDHD1","E2F2"
"392","SMS","E2F2"
"393","PIP4K2B","E2F2"
"394","GCH1","E2F2"
"395","GGPS1","E2F2"
"396","TP53","E2F2"
"397","CDKN2C","E2F2"
"398","RB1","E2F2"
"399","IGF1R","E2F2"
"400","FANCF","E2F2"
"401","TGFB2","E2F2"
"402","ENAH","E2F2"
"403","TGFBR1","E2F2"
"404","PCNA","E2F2"
"405","CDC45","E2F2"
"406","CDC6","E2F2"
"407","CCNA2","E2F2"
"408","E2F4","E2F2"
"409","E2F1","E2F2"
"410","SMS","E2F3"
"411","GCH1","E2F3"
"412","GGPS1","E2F3"
"413","TP53","E2F3"
"414","CDKN1A","E2F3"
"415","RB1","E2F3"
"416","IGF1R","E2F3"
"417","TGFBR1","E2F3"
"418","PCNA","E2F3"
"419","PLK1","E2F3"
"420","CDC45","E2F3"
"421","CDC6","E2F3"
"422","CCNB1","E2F3"
"423","CCNA2","E2F3"
"424","E2F4","E2F3"
"425","E2F5","E2F3"
"426","E2F1","E2F3"
"427","E2F2","E2F3"
"428","EGFR","HDAC1"
"429","TP53","HDAC1"
"430","CDKN2A","HDAC1"
"431","CDKN1A","HDAC1"
"432","CCND1","HDAC1"
"433","RB1","HDAC1"
"434","BRCA2","HDAC1"
"435","PCNA","HDAC1"
"436","E2F1","HDAC1"
"437","CAD","HDAC2"
"438","IGF1","HDAC2"
"439","TP53","HDAC2"
"440","CDKN1A","HDAC2"
"441","RB1","HDAC2"
"442","TGFBR2","HDAC2"
"443","HDAC1","HDAC2"
"444","CCNB2","ANAPC7"
"445","TP53","ANAPC11"
"446","CCNB2","ANAPC11"
"447","CCNB2","CDC23"
"448","CCNB2","CDC20"
"449","HDAC1","CDC20"
"450","HDAC2","CDC20"
"451","CDC25C","PPP1CC"
"452","IGF1","IGFBP3"
"453","TP53","IGFBP3"
"454","E2F4","IGFBP3"
"455","E2F5","IGFBP3"
"456","E2F1","IGFBP3"
"457","E2F2","IGFBP3"
"458","E2F3","IGFBP3"
"459","HDAC1","IGFBP3"
"460","EGFR","NEDD4L"
"461","EGFR","SH3GLB2"
"462","EHD3","RBSN"
"463","E2F1","DYNC1I2"
"464","MTOR","RRAGC"
"465","TSC1","RPS6KA3"
"466","MTOR","PRKAA2"
"467","TSC2","PRKAA2"
"468","TP53","WNT3"
"469","E2F4","WNT5A"
"470","E2F1","WNT5A"
"471","E2F2","WNT5A"
"472","E2F3","WNT5A"
"473","E2F1","FZD1"
"474","ELK1","FZD4"
"475","E2F4","FZD9"
"476","E2F5","FZD9"
"477","E2F1","FZD9"
"478","E2F2","FZD9"
"479","E2F3","FZD9"
"480","WNT16","LRP6"
"481","WNT4","LRP6"
"482","WNT1","LRP6"
"483","WNT2","LRP6"
"484","WNT3","LRP6"
"485","WNT5A","LRP6"
"486","WNT6","LRP6"
"487","WNT7A","LRP6"
"488","WNT7B","LRP6"
"489","WNT8A","LRP6"
"490","WNT8B","LRP6"
"491","WNT10B","LRP6"
"492","WNT9A","LRP6"
"493","WNT9B","LRP6"
"494","WNT10A","LRP6"
"495","WNT5B","LRP6"
"496","WNT3A","LRP6"
"497","FZD2","LRP6"
"498","FZD1","LRP6"
"499","FZD4","LRP6"
"500","FZD6","LRP6"
"501","FZD7","LRP6"
"502","FZD9","LRP6"
"503","RAC1","DVL1"
"504","LRP6","DVL1"
"505","LRP5","DVL1"
"506","TP53","DVL2"
"507","RAC1","DVL2"
"508","GSK3B","DVL2"
"509","RAC1","DVL3"
"510","MTOR","RPS6KB1"
"511","AKT3","RPS6KB1"
"512","AKT1","RPS6KB1"
"513","AKT2","RPS6KB1"
"514","PDPK1","RPS6KB1"
"515","MAPK1","RPS6KB1"
"516","MAPK3","RPS6KB1"
"517","PPP2CB","RPS6KB1"
"518","PPP2R1A","RPS6KB1"
"519","E2F1","RPS6KB1"
"520","E2F2","RPS6KB1"
"521","AKT3","HSP90AA1"
"522","TP53","HSP90AA1"
"523","AKT3","HSP90AB1"
"524","TP53","HSP90AB1"
"525","PRKCA","PTK2"
"526","PRKCG","PTK2"
"527","AKT3","PTK2"
"528","PIK3CB","PTK2"
"529","PIK3CD","PTK2"
"530","PIK3R2","PTK2"
"531","PIK3R3","PTK2"
"532","MET","PTK2"
"533","PDGFRA","PTK2"
"534","RAC1","TLR4"
"535","MYD88","TLR4"
"536","CD14","TLR4"
"537","MTOR","PRKAB1"
"538","TP53","PRKAB1"
"539","MTOR","PRKAB2"
"540","MTOR","PRKAG1"
"541","TP53","ELAVL1"
"542","CCND1","ELAVL1"
"543","ELK1","ELAVL1"
"544","PRKAA2","ELAVL1"
"545","PRKAB1","ELAVL1"
"546","PRKAB2","ELAVL1"
"547","PRKAG1","ELAVL1"
"548","PRKAG2","ADRA1A"
"549","CYP1A2","FOS"
"550","SIRT7","FOS"
"551","GSTM4","FOS"
"552","GSTP1","FOS"
"553","SOS2","FOS"
"554","SHC4","FOS"
"555","SHC3","FOS"
"556","SHC1","FOS"
"557","PRKCB","FOS"
"558","PRKCG","FOS"
"559","HRAS","FOS"
"560","NRAS","FOS"
"561","BCL2L1","FOS"
"562","MAPK10","FOS"
"563","TP53","FOS"
"564","CDKN1A","FOS"
"565","CCND1","FOS"
"566","CDK4","FOS"
"567","RB1","FOS"
"568","MAPK3","FOS"
"569","PPP2R5A","FOS"
"570","ELK4","FOS"
"571","ELK1","FOS"
"572","GADD45B","FOS"
"573","TGFBR2","FOS"
"574","SMAD4","FOS"
"575","HDAC1","FOS"
"576","HDAC2","FOS"
"577","IGFBP3","FOS"
"578","NEDD4L","FOS"
"579","RILP","FOS"
"580","DYNC1I2","FOS"
"581","WNT10B","FOS"
"582","DVL2","FOS"
"583","HSP90AB1","FOS"
"584","TLR4","FOS"
"585","ADRA1A","FOS"
"586","CCND1","CDK6"
"587","E2F1","CDK6"
"588","TP53","CCNE1"
"589","CDKN1A","CCNE1"
"590","RB1","CCNE1"
"591","BRCA2","CCNE1"
"592","E2F1","CCNE1"
"593","E2F2","CCNE1"
"594","E2F3","CCNE1"
"595","HDAC2","CCNE1"
"596","MAP2K1","PRKCD"
"597","ARAF","PRKCD"
"598","PIK3CA","PRKCD"
"599","PIK3CB","PRKCD"
"600","PIK3CD","PRKCD"
"601","PIK3R2","PRKCD"
"602","PIK3R3","PRKCD"
"603","MAPK1","PRKCD"
"604","PLCG1","PRKCD"
"605","PLCG2","PRKCD"
"606","GSTM4","TLE1"
"607","CDKN2C","TLE1"
"608","CCND1","LEF1"
"609","SMAD4","LEF1"
"610","CCND1","TCF7"
"611","TP53","TCF7L1"
"612","CCND1","TCF7L1"
"613","SMAD4","TCF7L1"
"614","LEF1","TCF7L1"
"615","TCF7","RUVBL1"
"616","TCF7L1","RUVBL1"
"617","GSK3B","CSNK1A1L"
"618","TP53","CSNK1A1"
"619","ELK1","CSNK1A1"
"620","GSK3B","APC2"
"621","TCF7","APC2"
"622","CSNK1A1L","APC2"
"623","PPP2R5A","APC"
"624","GSK3B","APC"
"625","DVL2","APC"
"626","LEF1","APC"
"627","TCF7","APC"
"628","CSNK1A1L","APC"
"629","AKT1","CTNNB1"
"630","EGFR","CTNNB1"
"631","PIK3R1","CTNNB1"
"632","TP53","CTNNB1"
"633","CCND1","CTNNB1"
"634","RB1","CTNNB1"
"635","IGF1R","CTNNB1"
"636","TGFBR1","CTNNB1"
"637","SMAD4","CTNNB1"
"638","PLK1","CTNNB1"
"639","GSK3B","CTNNB1"
"640","E2F4","CTNNB1"
"641","E2F5","CTNNB1"
"642","E2F1","CTNNB1"
"643","E2F2","CTNNB1"
"644","E2F3","CTNNB1"
"645","FZD2","CTNNB1"
"646","FZD1","CTNNB1"
"647","FZD4","CTNNB1"
"648","FZD6","CTNNB1"
"649","FZD9","CTNNB1"
"650","CDK6","CTNNB1"
"651","LEF1","CTNNB1"
"652","TCF7","CTNNB1"
"653","TCF7L1","CTNNB1"
"654","RUVBL1","CTNNB1"
"655","CSNK1A1L","CTNNB1"
"656","CSNK1A1","CTNNB1"
"657","APC2","CTNNB1"
"658","APC","CTNNB1"
"659","WNT16","SFRP5"
"660","AKT1","SMAD2"
"661","TP53","SMAD2"
"662","CDKN1A","SMAD2"
"663","CDK4","SMAD2"
"664","MAPK3","SMAD2"
"665","PPP2R1A","SMAD2"
"666","HGS","SMAD2"
"667","RAN","SMAD2"
"668","TGFB2","SMAD2"
"669","TGFB3","SMAD2"
"670","TGFBR1","SMAD2"
"671","TGFBR2","SMAD2"
"672","SMAD4","SMAD2"
"673","TSC2","SMAD2"
"674","E2F4","SMAD2"
"675","E2F5","SMAD2"
"676","HDAC1","SMAD2"
"677","DYNC1H1","SMAD2"
"678","LEF1","SMAD2"
"679","CTNNB1","SMAD2"
"680","AKT1","SMAD3"
"681","BCL2L1","SMAD3"
"682","TP53","SMAD3"
"683","CDKN1A","SMAD3"
"684","CDK4","SMAD3"
"685","MAPK3","SMAD3"
"686","PPP2R1A","SMAD3"
"687","HGS","SMAD3"
"688","BRCA2","SMAD3"
"689","GADD45B","SMAD3"
"690","TGFB2","SMAD3"
"691","TGFB3","SMAD3"
"692","TGFBR1","SMAD3"
"693","TGFBR2","SMAD3"
"694","SMAD4","SMAD3"
"695","TSC2","SMAD3"
"696","E2F4","SMAD3"
"697","E2F5","SMAD3"
"698","FOS","SMAD3"
"699","LEF1","SMAD3"
"700","CTNNB1","SMAD3"
"701","SMAD2","SMAD3"
"702","IGF1","DCN"
"703","TGFB1","DCN"
"704","ELK1","PARD3"
"705","SMAD4","PARD3"
"706","GSK3B","PARD3"
"707","E2F4","PARD3"
"708","E2F5","PARD3"
"709","E2F1","PARD3"
"710","E2F2","PARD3"
"711","E2F3","PARD3"
"712","SMAD2","PARD3"
"713","SMAD3","PARD3"
"714","SHC2","FYN"
"715","PIK3CA","FYN"
"716","RAC1","FYN"
"717","FCER1A","FYN"
"718","TP53","FRMD6"
"719","ELK1","ACTB"
"720","ENAH","ACTB"
"721","SMAD3","ACTB"
"722","ELK1","ACTG1"
"723","E2F4","ACTG1"
"724","PRKAG2","BMP8A"
"725","E2F4","RASSF4"
"726","E2F1","RASSF4"
"727","PIP4K2B","PTEN"
"728","TP53","PTEN"
"729","ROCK2","PTEN"
"730","TCF7L2","CSNK2A1"
"731","RAC1","WASF2"
"732","FOS","WASF2"
"733","ACTB","WASF2"
"734","ACTB","ARPC1A"
"735","LEF1","AXIN1"
"736","TCF7","AXIN1"
"737","TCF7L2","AXIN1"
"738","TCF7L1","AXIN1"
"739","CSNK1A1L","AXIN1"
"740","APC2","AXIN1"
"741","APC","AXIN1"
"742","CTNNB1","AXIN1"
"743","SMAD2","AXIN1"
"744","SMAD3","AXIN1"
"745","TP53","AXIN2"
"746","LEF1","AXIN2"
"747","TCF7","AXIN2"
"748","CSNK1A1L","AXIN2"
"749","APC2","AXIN2"
"750","APC","AXIN2"
"751","CTNNB1","AXIN2"
"752","SMAD3","AXIN2"
"753","PIK3CA","ITGA2"
"754","PTK2","ITGA2"
"755","FOS","ITGA2"
"756","ACTB","ITGA2"
"757","HLA-A","HLA-B"
"758","HLA-A","HLA-C"
"759","TP53","PKN1"
"760","PIK3CA","GNB1"
"761","RAC1","GNB1"
"762","PLCB1","GNB1"
"763","FOS","KDM3B"
"764","HRAS","CAMK2B"
"765","E2F4","CAMK2B"
"766","E2F5","CAMK2B"
"767","E2F1","CAMK2B"
"768","E2F2","CAMK2B"
"769","E2F3","CAMK2B"
"770","AKT3","C7"
"771","AKT3","C8A"
"772","UGT2B15","ESR1"
"773","CAD","ESR1"
"774","TYMS","ESR1"
"775","CYP2C19","ESR1"
"776","TGFA","ESR1"
"777","SOS1","ESR1"
"778","GRB2","ESR1"
"779","SHC1","ESR1"
"780","AKT1","ESR1"
"781","IGF1","ESR1"
"782","EGFR","ESR1"
"783","PIK3CA","ESR1"
"784","PIK3R3","ESR1"
"785","MAPK10","ESR1"
"786","TP53","ESR1"
"787","CDKN1A","ESR1"
"788","CCND1","ESR1"
"789","CDK4","ESR1"
"790","IGF1R","ESR1"
"791","MAPK3","ESR1"
"792","BRCA2","ESR1"
"793","GADD45G","ESR1"
"794","GADD45A","ESR1"
"795","PLCG1","ESR1"
"796","SMAD4","ESR1"
"797","TSC2","ESR1"
"798","CDC25B","ESR1"
"799","CCNA2","ESR1"
"800","CDK7","ESR1"
"801","E2F1","ESR1"
"802","HDAC1","ESR1"
"803","RPS6KA3","ESR1"
"804","WNT7A","ESR1"
"805","WNT10A","ESR1"
"806","HSP90AA1","ESR1"
"807","HSP90AB1","ESR1"
"808","FOS","ESR1"
"809","LEF1","ESR1"
"810","CTNNB1","ESR1"
"811","SMAD2","ESR1"
"812","SMAD3","ESR1"
"813","PARD3","ESR1"
"814","ITGA2","ESR1"
"815","CDKN2C","RBBP5"
"816","RB1","RBBP5"
"817","LCAT","APOA1"
"818","ESR1","APOA1"
"819","E2F1","KEAP1"
"820","CCND1","CREB3L4"
"821","GSK3B","CREB3L4"
"822","E2F1","CREB3L4"
"823","CCND1","CREB3L2"
"824","WASF2","ARF1"
"825","ACTB","MYO10"
"826","ELK1","RALA"
"827","RGL1","RALA"
"828","RALGAPB","RALA"
"829","SMAD4","RALA"
"830","EXOC2","RALA"
"831","AKT3","RHOB"
"832","HDAC1","RHOB"
"833","PRKCB","FCGR3B"
"834","TP53","LAMA4"
"835","SMAD3","LAMC1"
"836","TP53","TERT"
"837","E2F4","TERT"
"838","E2F1","TERT"
"839","HDAC1","TERT"
"840","TCF7","TERT"
"841","RUVBL1","TERT"
"842","CTNNB1","TERT"
"843","SMAD3","TERT"
"844","ESR1","TERT"
"845","EGFR","ATP6V1F"
"846","E2F4","MAD2L1"
"847","CDC20","MAD2L1"
"848","TP53","ETS2"
"849","CDKN2A","ETS2"
"850","CDKN1A","ETS2"
"851","CCND1","ETS2"
"852","MAPK3","ETS2"
"853","TGFBR2","ETS2"
"854","FOS","ETS2"
"855","TERT","ETS2"
"856","PTK2","ITGA6"
"857","ACTB","ITGA6"
"858","LAMB4","ITGA6"
"859","LAMA2","ITGA6"
"860","LAMA4","ITGA6"
"861","LAMC1","ITGA6"
"862","TP53","IGF2"
"863","IGF1R","IGF2"
"864","E2F4","IGF2"
"865","E2F5","IGF2"
"866","E2F1","IGF2"
"867","E2F2","IGF2"
"868","E2F3","IGF2"
"869","E2F4","CKS1B"
